drug_id,interaction_type,interacts_with,severity,description_en,management_en
4780,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
4780,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
4780,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
4780,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
4780,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
4790,food,Alcohol,moderate,Avoid alcohol. There may be an additive hepatotoxic effect if alcohol and trabectedin are coadministered.,Avoid alcohol.
4790,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of trabectedin.",Exercise caution with grapefruit products.
4834,food,Alcohol,moderate,Avoid alcohol. Consuming alcohol may increase the risk of hepatotoxicity.,Avoid alcohol.
4899,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
4899,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
4899,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
4899,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
4899,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
4899,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
4907,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the metabolism of cobimetinib through the CYP3A4 pathway and, therefore, may increase serum levels of cobimetinib.",Avoid grapefruit products.
4913,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
4940,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of vandetanib.",Avoid grapefruit products.
4959,food,Grapefruit,moderate,Avoid grapefruit products. Dose adjustment may be necessary if taking grapefruit products or other CYP3A4 inhibitors.,Avoid grapefruit products.
5072,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit-containing products may inhibit the CYP3A4 activity responsible for palovarotene metabolism.,Avoid grapefruit products.
5121,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Alcohol may increase the risk of liver injury.,Avoid excessive or chronic alcohol consumption.
5127,food,Alcohol,moderate,"Avoid alcohol. Taking Brivaracetam with alcohol may increase alcohol's effects on attention, memory, and psychomotor functioning.",Avoid alcohol.
5177,food,Alcohol,moderate,"Avoid excessive or chronic alcohol consumption. Concomitant alcohol consumption may result in a disulfiram-like reaction characterized by rash, flushing, peripheral edema, nausea, and headache.",Avoid excessive or chronic alcohol consumption.
5237,food,Grapefruit,moderate,"Avoid grapefruit products. Trastuzumab emtansine undergoes metabolism through CYP3A4 therefore coadministration with grapefruit, a CYP3A4 inhibitor, may increase serum levels of trastuzumab emtansine.",Avoid grapefruit products.
5389,food,Alcohol,moderate,"Avoid excessive or chronic alcohol consumption. Given the primary central nervous system effects of cariprazine, cariprazine should be used with caution in combination with alcohol.",Avoid excessive or chronic alcohol consumption.
5389,food,St. John's Wort,moderate,St John’s Wort is a known CYP3A4 inducer.,
5389,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit is a known CYP3A4 inhibitor.,Avoid grapefruit products.
5408,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of lumateperone, which may increase its serum concentration.",Avoid grapefruit products.
5430,food,Alcohol,moderate,Avoid alcohol. Alcohol may increase somnolence and sedation.,Avoid alcohol.
5464,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of romidepsin.",Avoid grapefruit products.
5494,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5494,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5494,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5494,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5494,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5494,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5497,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of tolvaptan, which may increase its serum concentration.",Avoid grapefruit products.
5497,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption.,Avoid excessive or chronic alcohol consumption.
5498,food,Caffeine,major,Avoid caffeine. Do not consume caffeine for at least 12 hours before the administration of regadenoson as caffeine can reduce the ability to detect ischemic changes.,Avoid caffeine.
5500,food,Fluids / Water,major,Do not have food or water for 10 minutes after administration.,Do not have food or water for 10 minutes after administration.
5507,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5507,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5507,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5507,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5507,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5507,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5515,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Substantial alcohol consumption (e.g.,Avoid excessive or chronic alcohol consumption.
5542,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5542,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5542,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5542,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5542,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5542,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5549,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
5550,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the CNS depressive effects of ziconotide.,Avoid excessive or chronic alcohol consumption.
5552,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of temsirolimus, which may increase its serum concentration.",Avoid grapefruit products.
5553,food,High fat meal,moderate,"A high fat meal does not significantly affect drug pharmacokinetics, although a carbohydrate rich meal decreases drug absorption and levels.",
5553,food,Alcohol,moderate,Avoid alcohol. Amisulpride may enhance the effects of alcohol.,Avoid alcohol.
5555,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Binge drinking or drinking alcohol often may predispose patients to ketoacidosis.,Avoid excessive or chronic alcohol consumption.
5557,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5557,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5557,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5557,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5557,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5557,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5617,food,Calcium,moderate,"Administer calcium supplement. If calcium intake from food is inadequate administer calcium supplements to prevent hypocalcemia. If dietary intake of vitamin D is inadequate, then administer vitamin D supplements to avoid deficiency of vitamin D and calcium.",Administer calcium supplement.
5622,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5622,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5622,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5622,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5622,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5622,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5625,food,Antacids,moderate,"Avoid antacids. Specifically, avoid magnesium-containing antacids as co-administration with doxercalciferol increases the risk of hypermagnesemia.",Avoid antacids.
5627,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
5627,food,Grapefruit,minor,"Exercise caution with grapefruit products. Armodafinil is partially metabolized by CYP3A4, and grapefruit is a CYP3A4 inhibitor.",Exercise caution with grapefruit products.
5628,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of etravirine, which may increase its serum concentration.",Avoid grapefruit products.
5644,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5644,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5644,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5644,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5644,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5644,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5650,food,Grapefruit,moderate,Avoid grapefruit products. avoid consuming grapefruit or Seville oranges.,Avoid grapefruit products.
5742,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of pazopanib.",Avoid grapefruit products.
5742,food,Antacids,moderate,Take separate from antacids. Separate the administration of pazopanib and antacids by several hours.,
5746,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of midostaurin, which may increase its serum concentration.",Exercise caution with grapefruit products.
5752,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of panobinostat.",Avoid grapefruit products.
5752,food,Fluids / Water,moderate,Take with a full glass of water.,
5754,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
5754,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5754,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5754,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5754,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5754,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5754,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5763,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of bosutinib.",Avoid grapefruit products.
5771,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of axitinib.",Avoid grapefruit products.
5771,food,Fluids / Water,moderate,Take with a full glass of water.,
5776,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5776,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5776,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5776,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5776,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5776,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5777,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit is a moderate to strong inhibitor of CYP3A4.,Avoid grapefruit products.
5783,food,Calcium,minor,Administer calcium supplement. Calcium supplements should be used as necessary to prevent hypocalcemia. Vitamin D should be administered as necessary to complement calcium in preventing hypocalcemia.,Administer calcium supplement.
5790,food,Alcohol,moderate,"Tyramine-containing foods include cheese, red wine, fava beans, pickled food, cured food, and alcoholic beverages. Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the sedative effects of safinamide.",Avoid excessive or chronic alcohol consumption.
5805,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5805,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5805,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5805,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5805,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5805,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5810,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
5815,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
5817,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
5817,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
5819,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5819,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5819,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5819,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5819,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5819,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5819,food,Fluids / Water,moderate,Take with a full glass of water.,
5821,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
5824,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
5825,food,Alcohol,moderate,Avoid alcohol. Alcohol inhibits the metabolism of dexmethylphenidate.,Avoid alcohol.
5832,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
5841,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of fosaprepitant, which may increase its serum concentration.",Exercise caution with grapefruit products.
5847,food,Calcium,moderate,"Food increases the absorption of calcium carbonate, which may be advantageous in its use as a calcium supplement.",
5877,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5877,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5877,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5877,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5877,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5877,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5877,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Ingesting alcohol increases the risk of bleeding.,Avoid excessive or chronic alcohol consumption.
5893,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of cabazitaxel, which may increase its serum concentration.",Avoid grapefruit products.
5896,food,Fluids / Water,major,Take with plain water. Carglumic acid tablets are dispersed in water to produce an oral suspension and should not be swallowed whole.,Carglumic acid tablets are dispersed in water to produce an oral suspension and should not be swallowed whole.
5900,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5900,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5900,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5900,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5900,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5900,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5918,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
5937,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5937,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5937,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5937,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5937,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5937,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
5939,food,Milk / Dairy,moderate,"Take CUVRIOR one hour before or two hours after eating a meal or at least one hour of separation from other drugs, milk, or food.",
5939,food,Iron,moderate,Take at least 2 hours before or after iron supplements. Iron and triethylenetetramine inhibit each others absorption.,
6385,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
6385,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
6385,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
6385,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
6385,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
6385,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
6853,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
6853,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
6853,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
6853,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
6853,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
6853,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7552,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7552,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7552,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7552,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7552,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7552,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7552,food,Vitamin K-rich foods,minor,Ensure consistent Vitamin K intake.,Ensure consistent Vitamin K intake.
7552,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of R-warfarin.",Exercise caution with grapefruit products.
7834,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7834,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7834,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7834,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7834,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7834,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7852,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7852,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7852,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7852,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7852,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7852,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7853,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7853,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7853,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7853,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7853,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7853,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7854,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit and grapefruit juice may affect the amount of Lurasidone in your blood.,Avoid grapefruit products.
7854,food,Alcohol,moderate,Avoid alcohol. The effects of alcohol could be made worse while taking Lurasidone.,Avoid alcohol.
7855,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7855,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7855,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7855,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7855,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7855,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7855,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of ticagrelor, which may increase its serum concentration.",Avoid grapefruit products.
7858,food,High fat meal,moderate,Take with a high fat meal. Co-administration with a high fat meal increases exposure to ivacaftor.,
7863,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
7892,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of crizotinib.",Avoid grapefruit products.
7896,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of monomethyl auristatin E (MMAE), the antitumor component of brentuximab vedotin.",Exercise caution with grapefruit products.
7901,food,Fluids / Water,moderate,Take with a full glass of water.,
7901,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase levels of cabozantinib.",Avoid grapefruit products.
7903,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of ruxolitinib.",Avoid grapefruit products.
7907,food,Caffeine,minor,"Limit caffeine intake. Vemurafenib inhibits CYP1A2, which may increase the serum levels and adverse effects of caffeine.",Limit caffeine intake.
7907,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of vemurafenib, which may increase its serum concentration.",Exercise caution with grapefruit products.
7908,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption.,Avoid excessive or chronic alcohol consumption.
7908,food,High fat meal,moderate,"High fat meals reduce the maximum concentration and increase the AUC, but not to a clinically significant extent.",
7921,food,Grapefruit,moderate,Avoid grapefruit products. Dose adjustments are required when administering CYP3A4 inhibitors (grapefruit) and CYP2C19 inhibitors with tofacitinib.,Avoid grapefruit products.
7922,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of regorafenib.",Avoid grapefruit products.
7927,food,Grapefruit,minor,"Exercise caution with grapefruit products. If coadministration of ponatinib and grapefruit is necessary, reduce the dose of ponatinib.",Exercise caution with grapefruit products.
7933,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
7933,food,Alcohol,moderate,Avoid alcohol. Excess alcohol intake may promote ketoacidosis.,Avoid alcohol.
7938,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of dabrafenib.",Avoid grapefruit products.
7939,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
7943,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7943,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7943,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7943,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7943,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7943,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7943,food,Alcohol,moderate,"Avoid alcohol. Ingesting alcohol may compromise the extended-release dosage form of levomilnacipran, causing an accelerated release of the drug, increasing its serum concentration.",Avoid alcohol.
7943,food,Grapefruit,minor,Exercise caution with grapefruit products. Grapefruit is a moderate to strong CYP3A4 inhibitor.,Exercise caution with grapefruit products.
7952,food,Antacids,moderate,Take separate from antacids. Take at least 1 hour before or after antacids. Aluminum or magnesium hydroxide antacids may reduce riociguat absorption.,
7956,food,Echinacea,moderate,"Avoid echinacea. Echinacea should be used with caution, if at all, in patients receiving therapeutic immunosuppressants.",Avoid echinacea.
7957,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Alcohol may increase the drowsiness caused by chlorcyclizine.,Avoid excessive or chronic alcohol consumption.
7959,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
7996,food,Alcohol,moderate,Avoid alcohol. Consuming alcohol increases the risk of gastrointestinal irritation.,Avoid alcohol.
7996,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7996,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7996,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7996,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7996,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
