source_link,interaction_type,interacts_with,severity,description_en,management_en
DB04837,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB04839,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB04841,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB04842,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB04844,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the drowsiness caused by tetrabenazine.,Avoid alcohol.
DB04845,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of ixabepilone, which may increase its serum concentration.",Avoid grapefruit products.
DB04846,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit juice may reduce the absorption of celiprolol.,Avoid grapefruit products.
DB04854,food,High fat meal,moderate,A high fat meal decreases Cmax and AUC in a clinically insignificant way.,
DB04855,food,Grapefruit,moderate,Avoid grapefruit products. Co-administration with grapefruit may increase drug concentrations by 3-fold.,Avoid grapefruit products.
DB04861,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB04868,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of nilotinib, causing increased serum levels of nilotinib.",Avoid grapefruit products.
DB04896,food,Alcohol,moderate,"Avoid excessive or chronic alcohol consumption. Milnacipran may worsen liver disease, which is potentially caused by excessive alcohol use.",Avoid excessive or chronic alcohol consumption.
DB04898,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04898,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04898,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04898,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04898,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04898,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04908,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB04908,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the CNS depressant and hypotensive effects of flibanserin.,Avoid alcohol.
DB04925,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04925,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04925,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04925,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04925,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04925,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04932,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04932,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04932,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04932,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04932,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04932,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04946,food,High fat meal,moderate,"High fat meals may delay the Tmax of iloperidone and its metabolites P88, P95 by 1,2, and 6 hours respectively, without significantly changing the Cmax or AUC.",
DB04948,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Lofexidine may potentiate the CNS depressant effects of alcohol.,Avoid excessive or chronic alcohol consumption.
DB05084,food,Calcium,moderate,"If dietary intake is inadequate, patients should receive supplemental calcium and vitamin D.",
DB05099,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB05099,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB05099,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB05099,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB05099,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB05099,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB05109,food,Alcohol,moderate,Avoid alcohol. There may be an additive hepatotoxic effect if alcohol and trabectedin are coadministered.,Avoid alcohol.
DB05109,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of trabectedin.",Exercise caution with grapefruit products.
DB05154,food,Alcohol,moderate,Avoid alcohol. Consuming alcohol may increase the risk of hepatotoxicity.,Avoid alcohol.
DB05229,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB05229,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB05229,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB05229,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB05229,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB05229,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB05239,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the metabolism of cobimetinib through the CYP3A4 pathway and, therefore, may increase serum levels of cobimetinib.",Avoid grapefruit products.
DB05246,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB05294,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of vandetanib.",Avoid grapefruit products.
DB05316,food,Grapefruit,moderate,Avoid grapefruit products. Dose adjustment may be necessary if taking grapefruit products or other CYP3A4 inhibitors.,Avoid grapefruit products.
DB05467,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit-containing products may inhibit the CYP3A4 activity responsible for palovarotene metabolism.,Avoid grapefruit products.
DB05528,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Alcohol may increase the risk of liver injury.,Avoid excessive or chronic alcohol consumption.
DB05541,food,Alcohol,moderate,"Avoid alcohol. Taking Brivaracetam with alcohol may increase alcohol's effects on attention, memory, and psychomotor functioning.",Avoid alcohol.
DB05667,food,Alcohol,moderate,"Avoid excessive or chronic alcohol consumption. Concomitant alcohol consumption may result in a disulfiram-like reaction characterized by rash, flushing, peripheral edema, nausea, and headache.",Avoid excessive or chronic alcohol consumption.
DB05773,food,Grapefruit,moderate,"Avoid grapefruit products. Trastuzumab emtansine undergoes metabolism through CYP3A4 therefore coadministration with grapefruit, a CYP3A4 inhibitor, may increase serum levels of trastuzumab emtansine.",Avoid grapefruit products.
DB06016,food,Alcohol,moderate,"Avoid excessive or chronic alcohol consumption. Given the primary central nervous system effects of cariprazine, cariprazine should be used with caution in combination with alcohol.",Avoid excessive or chronic alcohol consumption.
DB06016,food,St. John's Wort,moderate,St John’s Wort is a known CYP3A4 inducer.,
DB06016,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit is a known CYP3A4 inhibitor.,Avoid grapefruit products.
DB06077,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of lumateperone, which may increase its serum concentration.",Avoid grapefruit products.
DB06119,food,Alcohol,moderate,Avoid alcohol. Alcohol may increase somnolence and sedation.,Avoid alcohol.
DB06176,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of romidepsin.",Avoid grapefruit products.
DB06209,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06209,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06209,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06209,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06209,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06209,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06212,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of tolvaptan, which may increase its serum concentration.",Avoid grapefruit products.
DB06212,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption.,Avoid excessive or chronic alcohol consumption.
DB06213,food,Caffeine,major,Avoid caffeine. Do not consume caffeine for at least 12 hours before the administration of regadenoson as caffeine can reduce the ability to detect ischemic changes.,Avoid caffeine.
DB06216,food,Fluids / Water,major,Do not have food or water for 10 minutes after administration.,Do not have food or water for 10 minutes after administration.
DB06228,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06228,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06228,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06228,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06228,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06228,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06237,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Substantial alcohol consumption (e.g.,Avoid excessive or chronic alcohol consumption.
DB06271,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06271,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06271,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06271,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06271,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06271,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06282,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB06283,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the CNS depressive effects of ziconotide.,Avoid excessive or chronic alcohol consumption.
DB06287,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of temsirolimus, which may increase its serum concentration.",Avoid grapefruit products.
DB06288,food,High fat meal,moderate,"A high fat meal does not significantly affect drug pharmacokinetics, although a carbohydrate rich meal decreases drug absorption and levels.",
DB06288,food,Alcohol,moderate,Avoid alcohol. Amisulpride may enhance the effects of alcohol.,Avoid alcohol.
DB06292,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Binge drinking or drinking alcohol often may predispose patients to ketoacidosis.,Avoid excessive or chronic alcohol consumption.
DB06294,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06294,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06294,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06294,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06294,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06294,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06401,food,Calcium,moderate,"Administer calcium supplement. If calcium intake from food is inadequate administer calcium supplements to prevent hypocalcemia. If dietary intake of vitamin D is inadequate, then administer vitamin D supplements to avoid deficiency of vitamin D and calcium.",Administer calcium supplement.
DB06406,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06406,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06406,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06406,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06406,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06406,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06410,food,Antacids,moderate,"Avoid antacids. Specifically, avoid magnesium-containing antacids as co-administration with doxercalciferol increases the risk of hypermagnesemia.",Avoid antacids.
DB06413,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB06413,food,Grapefruit,minor,"Exercise caution with grapefruit products. Armodafinil is partially metabolized by CYP3A4, and grapefruit is a CYP3A4 inhibitor.",Exercise caution with grapefruit products.
DB06414,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of etravirine, which may increase its serum concentration.",Avoid grapefruit products.
DB06441,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06441,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06441,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06441,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06441,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06441,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06448,food,Grapefruit,moderate,Avoid grapefruit products. avoid consuming grapefruit or Seville oranges.,Avoid grapefruit products.
DB06589,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of pazopanib.",Avoid grapefruit products.
DB06589,food,Antacids,moderate,Take separate from antacids. Separate the administration of pazopanib and antacids by several hours.,
DB06595,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of midostaurin, which may increase its serum concentration.",Exercise caution with grapefruit products.
DB06603,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of panobinostat.",Avoid grapefruit products.
DB06603,food,Fluids / Water,moderate,Take with a full glass of water.,
DB06605,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB06605,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06605,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06605,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06605,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06605,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06605,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06616,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of bosutinib.",Avoid grapefruit products.
DB06626,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of axitinib.",Avoid grapefruit products.
DB06626,food,Fluids / Water,moderate,Take with a full glass of water.,
DB06635,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06635,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06635,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06635,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06635,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06635,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06636,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit is a moderate to strong inhibitor of CYP3A4.,Avoid grapefruit products.
DB06643,food,Calcium,minor,Administer calcium supplement. Calcium supplements should be used as necessary to prevent hypocalcemia. Vitamin D should be administered as necessary to complement calcium in preventing hypocalcemia.,Administer calcium supplement.
DB06654,food,Alcohol,moderate,"Tyramine-containing foods include cheese, red wine, fava beans, pickled food, cured food, and alcoholic beverages. Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the sedative effects of safinamide.",Avoid excessive or chronic alcohol consumption.
DB06679,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06679,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06679,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06679,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06679,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06679,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06684,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB06691,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB06693,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB06693,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB06695,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06695,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06695,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06695,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06695,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06695,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06695,food,Fluids / Water,moderate,Take with a full glass of water.,
DB06697,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB06700,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB06701,food,Alcohol,moderate,Avoid alcohol. Alcohol inhibits the metabolism of dexmethylphenidate.,Avoid alcohol.
DB06708,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB06717,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of fosaprepitant, which may increase its serum concentration.",Exercise caution with grapefruit products.
DB06724,food,Calcium,moderate,"Food increases the absorption of calcium carbonate, which may be advantageous in its use as a calcium supplement.",
DB06754,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06754,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06754,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06754,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06754,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06754,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06754,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Ingesting alcohol increases the risk of bleeding.,Avoid excessive or chronic alcohol consumption.
DB06772,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of cabazitaxel, which may increase its serum concentration.",Avoid grapefruit products.
DB06775,food,Fluids / Water,major,Take with plain water. Carglumic acid tablets are dispersed in water to produce an oral suspension and should not be swallowed whole.,Carglumic acid tablets are dispersed in water to produce an oral suspension and should not be swallowed whole.
DB06779,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06779,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06779,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06779,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06779,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06779,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06799,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB06822,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06822,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06822,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06822,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06822,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06822,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB06824,food,Milk / Dairy,moderate,"Take CUVRIOR one hour before or two hours after eating a meal or at least one hour of separation from other drugs, milk, or food.",
DB06824,food,Iron,moderate,Take at least 2 hours before or after iron supplements. Iron and triethylenetetramine inhibit each others absorption.,
DB07278,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB07278,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB07278,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB07278,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB07278,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB07278,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB07767,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB07767,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB07767,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB07767,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB07767,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB07767,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08496,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08496,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08496,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08496,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08496,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08496,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08496,food,Vitamin K-rich foods,minor,Ensure consistent Vitamin K intake.,Ensure consistent Vitamin K intake.
DB08496,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of R-warfarin.",Exercise caution with grapefruit products.
DB08794,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08794,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08794,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08794,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08794,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08794,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08813,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08813,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08813,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08813,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08813,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08813,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08814,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08814,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08814,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08814,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08814,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08814,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08815,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit and grapefruit juice may affect the amount of Lurasidone in your blood.,Avoid grapefruit products.
DB08815,food,Alcohol,moderate,Avoid alcohol. The effects of alcohol could be made worse while taking Lurasidone.,Avoid alcohol.
DB08816,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08816,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08816,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08816,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
