drug_id,condition_id,treatment_notes,treatment_notes_vi,is_primary
1545,62075,'4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE tablets 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTH',NULL,FALSE
1545,62074,'4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE tablets 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTH',NULL,FALSE
1545,71258,'4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE tablets 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTH',NULL,FALSE
1545,61247,'4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE tablets 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTH',NULL,FALSE
1545,61246,'4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE tablets 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTH',NULL,FALSE
1545,66204,'4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE tablets 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTH',NULL,FALSE
1545,71257,'4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE tablets 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTH',NULL,FALSE
1545,71256,'4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE tablets 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTH',NULL,FALSE
1545,66203,'4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE tablets 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTH',NULL,FALSE
1545,73760,'4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE tablets 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTH',NULL,FALSE
1545,61655,'4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE tablets 4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTH',NULL,FALSE
831,61246,'Sulfamethoxazole Sulfamethoxazole tablets Sulfamethoxazole oral Treatment of pain and inflammation Limit vitamin C intake Avoid iron-rich foods Take Sulfamethoxazole as directed by physician',NULL,FALSE
831,61374,'Sulfamethoxazole Sulfamethoxazole tablets Sulfamethoxazole oral Treatment of pain and inflammation Limit vitamin C intake Avoid iron-rich foods Take Sulfamethoxazole as directed by physician',NULL,FALSE
831,62076,'Sulfamethoxazole Sulfamethoxazole tablets Sulfamethoxazole oral Treatment of pain and inflammation Limit vitamin C intake Avoid iron-rich foods Take Sulfamethoxazole as directed by physician',NULL,FALSE
831,61373,'Sulfamethoxazole Sulfamethoxazole tablets Sulfamethoxazole oral Treatment of pain and inflammation Limit vitamin C intake Avoid iron-rich foods Take Sulfamethoxazole as directed by physician',NULL,FALSE
831,61372,'Sulfamethoxazole Sulfamethoxazole tablets Sulfamethoxazole oral Treatment of pain and inflammation Limit vitamin C intake Avoid iron-rich foods Take Sulfamethoxazole as directed by physician',NULL,FALSE
831,62075,'Sulfamethoxazole Sulfamethoxazole tablets Sulfamethoxazole oral Treatment of pain and inflammation Limit vitamin C intake Avoid iron-rich foods Take Sulfamethoxazole as directed by physician',NULL,FALSE
831,62074,'Sulfamethoxazole Sulfamethoxazole tablets Sulfamethoxazole oral Treatment of pain and inflammation Limit vitamin C intake Avoid iron-rich foods Take Sulfamethoxazole as directed by physician',NULL,FALSE
831,62928,'Sulfamethoxazole Sulfamethoxazole tablets Sulfamethoxazole oral Treatment of pain and inflammation Limit vitamin C intake Avoid iron-rich foods Take Sulfamethoxazole as directed by physician',NULL,FALSE
831,23237,'Sulfamethoxazole Sulfamethoxazole tablets Sulfamethoxazole oral Treatment of pain and inflammation Limit vitamin C intake Avoid iron-rich foods Take Sulfamethoxazole as directed by physician',NULL,FALSE
831,23236,'Sulfamethoxazole Sulfamethoxazole tablets Sulfamethoxazole oral Treatment of pain and inflammation Limit vitamin C intake Avoid iron-rich foods Take Sulfamethoxazole as directed by physician',NULL,FALSE
831,62926,'Sulfamethoxazole Sulfamethoxazole tablets Sulfamethoxazole oral Treatment of pain and inflammation Limit vitamin C intake Avoid iron-rich foods Take Sulfamethoxazole as directed by physician',NULL,FALSE
831,62927,'Sulfamethoxazole Sulfamethoxazole tablets Sulfamethoxazole oral Treatment of pain and inflammation Limit vitamin C intake Avoid iron-rich foods Take Sulfamethoxazole as directed by physician',NULL,FALSE
831,73760,'Sulfamethoxazole Sulfamethoxazole tablets Sulfamethoxazole oral Treatment of pain and inflammation Limit vitamin C intake Avoid iron-rich foods Take Sulfamethoxazole as directed by physician',NULL,FALSE
1357,3852,'Methapyrilene Methapyrilene tablets Methapyrilene oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of heart failure Do not consume with magnesium May interact with vitamin K ',NULL,FALSE
1357,13508,'Methapyrilene Methapyrilene tablets Methapyrilene oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of heart failure Do not consume with magnesium May interact with vitamin K ',NULL,FALSE
1357,61374,'Methapyrilene Methapyrilene tablets Methapyrilene oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of heart failure Do not consume with magnesium May interact with vitamin K ',NULL,FALSE
1357,61373,'Methapyrilene Methapyrilene tablets Methapyrilene oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of heart failure Do not consume with magnesium May interact with vitamin K ',NULL,FALSE
1357,61372,'Methapyrilene Methapyrilene tablets Methapyrilene oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of heart failure Do not consume with magnesium May interact with vitamin K ',NULL,FALSE
1357,13509,'Methapyrilene Methapyrilene tablets Methapyrilene oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of heart failure Do not consume with magnesium May interact with vitamin K ',NULL,FALSE
1357,73760,'Methapyrilene Methapyrilene tablets Methapyrilene oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of heart failure Do not consume with magnesium May interact with vitamin K ',NULL,FALSE
1357,23237,'Methapyrilene Methapyrilene tablets Methapyrilene oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of heart failure Do not consume with magnesium May interact with vitamin K ',NULL,FALSE
1357,24771,'Methapyrilene Methapyrilene tablets Methapyrilene oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of heart failure Do not consume with magnesium May interact with vitamin K ',NULL,FALSE
1941,73654,'Proxibarbal Proxibarbal tablets Proxibarbal oral Treatment of depression and anxiety Treatment of heart failure Avoid fiber supplements Do not consume with magnesium May interact with vitamin K Limit ',NULL,FALSE
1941,61374,'Proxibarbal Proxibarbal tablets Proxibarbal oral Treatment of depression and anxiety Treatment of heart failure Avoid fiber supplements Do not consume with magnesium May interact with vitamin K Limit ',NULL,FALSE
1941,61373,'Proxibarbal Proxibarbal tablets Proxibarbal oral Treatment of depression and anxiety Treatment of heart failure Avoid fiber supplements Do not consume with magnesium May interact with vitamin K Limit ',NULL,FALSE
1941,61372,'Proxibarbal Proxibarbal tablets Proxibarbal oral Treatment of depression and anxiety Treatment of heart failure Avoid fiber supplements Do not consume with magnesium May interact with vitamin K Limit ',NULL,FALSE
1941,23237,'Proxibarbal Proxibarbal tablets Proxibarbal oral Treatment of depression and anxiety Treatment of heart failure Avoid fiber supplements Do not consume with magnesium May interact with vitamin K Limit ',NULL,FALSE
1941,23236,'Proxibarbal Proxibarbal tablets Proxibarbal oral Treatment of depression and anxiety Treatment of heart failure Avoid fiber supplements Do not consume with magnesium May interact with vitamin K Limit ',NULL,FALSE
1941,62076,'Proxibarbal Proxibarbal tablets Proxibarbal oral Treatment of depression and anxiety Treatment of heart failure Avoid fiber supplements Do not consume with magnesium May interact with vitamin K Limit ',NULL,FALSE
1941,61248,'Proxibarbal Proxibarbal tablets Proxibarbal oral Treatment of depression and anxiety Treatment of heart failure Avoid fiber supplements Do not consume with magnesium May interact with vitamin K Limit ',NULL,FALSE
1941,62075,'Proxibarbal Proxibarbal tablets Proxibarbal oral Treatment of depression and anxiety Treatment of heart failure Avoid fiber supplements Do not consume with magnesium May interact with vitamin K Limit ',NULL,FALSE
1941,24771,'Proxibarbal Proxibarbal tablets Proxibarbal oral Treatment of depression and anxiety Treatment of heart failure Avoid fiber supplements Do not consume with magnesium May interact with vitamin K Limit ',NULL,FALSE
1941,73760,'Proxibarbal Proxibarbal tablets Proxibarbal oral Treatment of depression and anxiety Treatment of heart failure Avoid fiber supplements Do not consume with magnesium May interact with vitamin K Limit ',NULL,FALSE
1941,66204,'Proxibarbal Proxibarbal tablets Proxibarbal oral Treatment of depression and anxiety Treatment of heart failure Avoid fiber supplements Do not consume with magnesium May interact with vitamin K Limit ',NULL,FALSE
1406,62436,'LAX-101 LAX-101 tablets LAX-101 oral Treatment of pain and inflammation Treatment of bacterial infections Limit vitamin C intake Take LAX-101 as directed by physician',NULL,FALSE
1406,61374,'LAX-101 LAX-101 tablets LAX-101 oral Treatment of pain and inflammation Treatment of bacterial infections Limit vitamin C intake Take LAX-101 as directed by physician',NULL,FALSE
1406,62076,'LAX-101 LAX-101 tablets LAX-101 oral Treatment of pain and inflammation Treatment of bacterial infections Limit vitamin C intake Take LAX-101 as directed by physician',NULL,FALSE
1406,61373,'LAX-101 LAX-101 tablets LAX-101 oral Treatment of pain and inflammation Treatment of bacterial infections Limit vitamin C intake Take LAX-101 as directed by physician',NULL,FALSE
1406,61372,'LAX-101 LAX-101 tablets LAX-101 oral Treatment of pain and inflammation Treatment of bacterial infections Limit vitamin C intake Take LAX-101 as directed by physician',NULL,FALSE
1406,61248,'LAX-101 LAX-101 tablets LAX-101 oral Treatment of pain and inflammation Treatment of bacterial infections Limit vitamin C intake Take LAX-101 as directed by physician',NULL,FALSE
1406,62075,'LAX-101 LAX-101 tablets LAX-101 oral Treatment of pain and inflammation Treatment of bacterial infections Limit vitamin C intake Take LAX-101 as directed by physician',NULL,FALSE
1406,62074,'LAX-101 LAX-101 tablets LAX-101 oral Treatment of pain and inflammation Treatment of bacterial infections Limit vitamin C intake Take LAX-101 as directed by physician',NULL,FALSE
1406,61247,'LAX-101 LAX-101 tablets LAX-101 oral Treatment of pain and inflammation Treatment of bacterial infections Limit vitamin C intake Take LAX-101 as directed by physician',NULL,FALSE
1406,61246,'LAX-101 LAX-101 tablets LAX-101 oral Treatment of pain and inflammation Treatment of bacterial infections Limit vitamin C intake Take LAX-101 as directed by physician',NULL,FALSE
1406,73760,'LAX-101 LAX-101 tablets LAX-101 oral Treatment of pain and inflammation Treatment of bacterial infections Limit vitamin C intake Take LAX-101 as directed by physician',NULL,FALSE
1406,62926,'LAX-101 LAX-101 tablets LAX-101 oral Treatment of pain and inflammation Treatment of bacterial infections Limit vitamin C intake Take LAX-101 as directed by physician',NULL,FALSE
1406,23236,'LAX-101 LAX-101 tablets LAX-101 oral Treatment of pain and inflammation Treatment of bacterial infections Limit vitamin C intake Take LAX-101 as directed by physician',NULL,FALSE
657,61464,'Zileuton Zileuton tablets Zileuton oral Treatment of rheumatoid arthritis May interact with calcium carbonate May interact with vitamin K Do not take with calcium supplements May interact with calcium',NULL,FALSE
657,61374,'Zileuton Zileuton tablets Zileuton oral Treatment of rheumatoid arthritis May interact with calcium carbonate May interact with vitamin K Do not take with calcium supplements May interact with calcium',NULL,FALSE
657,61463,'Zileuton Zileuton tablets Zileuton oral Treatment of rheumatoid arthritis May interact with calcium carbonate May interact with vitamin K Do not take with calcium supplements May interact with calcium',NULL,FALSE
657,61462,'Zileuton Zileuton tablets Zileuton oral Treatment of rheumatoid arthritis May interact with calcium carbonate May interact with vitamin K Do not take with calcium supplements May interact with calcium',NULL,FALSE
657,61373,'Zileuton Zileuton tablets Zileuton oral Treatment of rheumatoid arthritis May interact with calcium carbonate May interact with vitamin K Do not take with calcium supplements May interact with calcium',NULL,FALSE
657,61372,'Zileuton Zileuton tablets Zileuton oral Treatment of rheumatoid arthritis May interact with calcium carbonate May interact with vitamin K Do not take with calcium supplements May interact with calcium',NULL,FALSE
657,13509,'Zileuton Zileuton tablets Zileuton oral Treatment of rheumatoid arthritis May interact with calcium carbonate May interact with vitamin K Do not take with calcium supplements May interact with calcium',NULL,FALSE
657,71258,'Zileuton Zileuton tablets Zileuton oral Treatment of rheumatoid arthritis May interact with calcium carbonate May interact with vitamin K Do not take with calcium supplements May interact with calcium',NULL,FALSE
657,71257,'Zileuton Zileuton tablets Zileuton oral Treatment of rheumatoid arthritis May interact with calcium carbonate May interact with vitamin K Do not take with calcium supplements May interact with calcium',NULL,FALSE
657,71256,'Zileuton Zileuton tablets Zileuton oral Treatment of rheumatoid arthritis May interact with calcium carbonate May interact with vitamin K Do not take with calcium supplements May interact with calcium',NULL,FALSE
657,23237,'Zileuton Zileuton tablets Zileuton oral Treatment of rheumatoid arthritis May interact with calcium carbonate May interact with vitamin K Do not take with calcium supplements May interact with calcium',NULL,FALSE
657,23236,'Zileuton Zileuton tablets Zileuton oral Treatment of rheumatoid arthritis May interact with calcium carbonate May interact with vitamin K Do not take with calcium supplements May interact with calcium',NULL,FALSE
657,73760,'Zileuton Zileuton tablets Zileuton oral Treatment of rheumatoid arthritis May interact with calcium carbonate May interact with vitamin K Do not take with calcium supplements May interact with calcium',NULL,FALSE
657,23234,'Zileuton Zileuton tablets Zileuton oral Treatment of rheumatoid arthritis May interact with calcium carbonate May interact with vitamin K Do not take with calcium supplements May interact with calcium',NULL,FALSE
657,66203,'Zileuton Zileuton tablets Zileuton oral Treatment of rheumatoid arthritis May interact with calcium carbonate May interact with vitamin K Do not take with calcium supplements May interact with calcium',NULL,FALSE
1107,73654,'Cloxazolam Cloxazolam tablets Cloxazolam oral Treatment of chronic pain Treatment of heart failure Treatment of asthma Avoid iron-rich foods Limit protein intake Avoid high-fat meals Limit vitamin C i',NULL,FALSE
1107,24794,'Cloxazolam Cloxazolam tablets Cloxazolam oral Treatment of chronic pain Treatment of heart failure Treatment of asthma Avoid iron-rich foods Limit protein intake Avoid high-fat meals Limit vitamin C i',NULL,FALSE
1107,24778,'Cloxazolam Cloxazolam tablets Cloxazolam oral Treatment of chronic pain Treatment of heart failure Treatment of asthma Avoid iron-rich foods Limit protein intake Avoid high-fat meals Limit vitamin C i',NULL,FALSE
1107,61248,'Cloxazolam Cloxazolam tablets Cloxazolam oral Treatment of chronic pain Treatment of heart failure Treatment of asthma Avoid iron-rich foods Limit protein intake Avoid high-fat meals Limit vitamin C i',NULL,FALSE
1107,61247,'Cloxazolam Cloxazolam tablets Cloxazolam oral Treatment of chronic pain Treatment of heart failure Treatment of asthma Avoid iron-rich foods Limit protein intake Avoid high-fat meals Limit vitamin C i',NULL,FALSE
1107,61246,'Cloxazolam Cloxazolam tablets Cloxazolam oral Treatment of chronic pain Treatment of heart failure Treatment of asthma Avoid iron-rich foods Limit protein intake Avoid high-fat meals Limit vitamin C i',NULL,FALSE
1107,62074,'Cloxazolam Cloxazolam tablets Cloxazolam oral Treatment of chronic pain Treatment of heart failure Treatment of asthma Avoid iron-rich foods Limit protein intake Avoid high-fat meals Limit vitamin C i',NULL,FALSE
1107,66202,'Cloxazolam Cloxazolam tablets Cloxazolam oral Treatment of chronic pain Treatment of heart failure Treatment of asthma Avoid iron-rich foods Limit protein intake Avoid high-fat meals Limit vitamin C i',NULL,FALSE
1107,66204,'Cloxazolam Cloxazolam tablets Cloxazolam oral Treatment of chronic pain Treatment of heart failure Treatment of asthma Avoid iron-rich foods Limit protein intake Avoid high-fat meals Limit vitamin C i',NULL,FALSE
1791,23237,'Lifitegrast Lifitegrast tablets Lifitegrast oral Treatment of allergic rhinitis Treatment of depression and anxiety Limit vitamin C intake Avoid high-fat meals Do not take with calcium supplements Tak',NULL,FALSE
1791,23236,'Lifitegrast Lifitegrast tablets Lifitegrast oral Treatment of allergic rhinitis Treatment of depression and anxiety Limit vitamin C intake Avoid high-fat meals Do not take with calcium supplements Tak',NULL,FALSE
1791,61464,'Lifitegrast Lifitegrast tablets Lifitegrast oral Treatment of allergic rhinitis Treatment of depression and anxiety Limit vitamin C intake Avoid high-fat meals Do not take with calcium supplements Tak',NULL,FALSE
1791,61374,'Lifitegrast Lifitegrast tablets Lifitegrast oral Treatment of allergic rhinitis Treatment of depression and anxiety Limit vitamin C intake Avoid high-fat meals Do not take with calcium supplements Tak',NULL,FALSE
1791,10699,'Lifitegrast Lifitegrast tablets Lifitegrast oral Treatment of allergic rhinitis Treatment of depression and anxiety Limit vitamin C intake Avoid high-fat meals Do not take with calcium supplements Tak',NULL,FALSE
1791,62076,'Lifitegrast Lifitegrast tablets Lifitegrast oral Treatment of allergic rhinitis Treatment of depression and anxiety Limit vitamin C intake Avoid high-fat meals Do not take with calcium supplements Tak',NULL,FALSE
1791,61463,'Lifitegrast Lifitegrast tablets Lifitegrast oral Treatment of allergic rhinitis Treatment of depression and anxiety Limit vitamin C intake Avoid high-fat meals Do not take with calcium supplements Tak',NULL,FALSE
1791,73760,'Lifitegrast Lifitegrast tablets Lifitegrast oral Treatment of allergic rhinitis Treatment of depression and anxiety Limit vitamin C intake Avoid high-fat meals Do not take with calcium supplements Tak',NULL,FALSE
1791,24771,'Lifitegrast Lifitegrast tablets Lifitegrast oral Treatment of allergic rhinitis Treatment of depression and anxiety Limit vitamin C intake Avoid high-fat meals Do not take with calcium supplements Tak',NULL,FALSE
1791,66203,'Lifitegrast Lifitegrast tablets Lifitegrast oral Treatment of allergic rhinitis Treatment of depression and anxiety Limit vitamin C intake Avoid high-fat meals Do not take with calcium supplements Tak',NULL,FALSE
1988,3561,'Morus alba root bark Morus alba root bark tablets Morus alba root bark oral Treatment of depression and anxiety Treatment of heart failure Treatment of diabetes mellitus type 2 Do not consume with mag',NULL,FALSE
1988,66253,'Morus alba root bark Morus alba root bark tablets Morus alba root bark oral Treatment of depression and anxiety Treatment of heart failure Treatment of diabetes mellitus type 2 Do not consume with mag',NULL,FALSE
1988,23237,'Morus alba root bark Morus alba root bark tablets Morus alba root bark oral Treatment of depression and anxiety Treatment of heart failure Treatment of diabetes mellitus type 2 Do not consume with mag',NULL,FALSE
1988,23236,'Morus alba root bark Morus alba root bark tablets Morus alba root bark oral Treatment of depression and anxiety Treatment of heart failure Treatment of diabetes mellitus type 2 Do not consume with mag',NULL,FALSE
1988,73654,'Morus alba root bark Morus alba root bark tablets Morus alba root bark oral Treatment of depression and anxiety Treatment of heart failure Treatment of diabetes mellitus type 2 Do not consume with mag',NULL,FALSE
1988,61248,'Morus alba root bark Morus alba root bark tablets Morus alba root bark oral Treatment of depression and anxiety Treatment of heart failure Treatment of diabetes mellitus type 2 Do not consume with mag',NULL,FALSE
1988,61247,'Morus alba root bark Morus alba root bark tablets Morus alba root bark oral Treatment of depression and anxiety Treatment of heart failure Treatment of diabetes mellitus type 2 Do not consume with mag',NULL,FALSE
1988,61246,'Morus alba root bark Morus alba root bark tablets Morus alba root bark oral Treatment of depression and anxiety Treatment of heart failure Treatment of diabetes mellitus type 2 Do not consume with mag',NULL,FALSE
1988,24771,'Morus alba root bark Morus alba root bark tablets Morus alba root bark oral Treatment of depression and anxiety Treatment of heart failure Treatment of diabetes mellitus type 2 Do not consume with mag',NULL,FALSE
1988,62074,'Morus alba root bark Morus alba root bark tablets Morus alba root bark oral Treatment of depression and anxiety Treatment of heart failure Treatment of diabetes mellitus type 2 Do not consume with mag',NULL,FALSE
1988,73760,'Morus alba root bark Morus alba root bark tablets Morus alba root bark oral Treatment of depression and anxiety Treatment of heart failure Treatment of diabetes mellitus type 2 Do not consume with mag',NULL,FALSE
1744,292,'Solenopsis richteri Solenopsis richteri tablets Solenopsis richteri oral Treatment of bacterial infections Treatment of diabetes mellitus type 2 Do not consume with magnesium Take Solenopsis richteri ',NULL,FALSE
1744,42,'Solenopsis richteri Solenopsis richteri tablets Solenopsis richteri oral Treatment of bacterial infections Treatment of diabetes mellitus type 2 Do not consume with magnesium Take Solenopsis richteri ',NULL,FALSE
1744,62436,'Solenopsis richteri Solenopsis richteri tablets Solenopsis richteri oral Treatment of bacterial infections Treatment of diabetes mellitus type 2 Do not consume with magnesium Take Solenopsis richteri ',NULL,FALSE
1744,71258,'Solenopsis richteri Solenopsis richteri tablets Solenopsis richteri oral Treatment of bacterial infections Treatment of diabetes mellitus type 2 Do not consume with magnesium Take Solenopsis richteri ',NULL,FALSE
1744,71257,'Solenopsis richteri Solenopsis richteri tablets Solenopsis richteri oral Treatment of bacterial infections Treatment of diabetes mellitus type 2 Do not consume with magnesium Take Solenopsis richteri ',NULL,FALSE
1744,71256,'Solenopsis richteri Solenopsis richteri tablets Solenopsis richteri oral Treatment of bacterial infections Treatment of diabetes mellitus type 2 Do not consume with magnesium Take Solenopsis richteri ',NULL,FALSE
1744,23237,'Solenopsis richteri Solenopsis richteri tablets Solenopsis richteri oral Treatment of bacterial infections Treatment of diabetes mellitus type 2 Do not consume with magnesium Take Solenopsis richteri ',NULL,FALSE
1744,23236,'Solenopsis richteri Solenopsis richteri tablets Solenopsis richteri oral Treatment of bacterial infections Treatment of diabetes mellitus type 2 Do not consume with magnesium Take Solenopsis richteri ',NULL,FALSE
1744,62076,'Solenopsis richteri Solenopsis richteri tablets Solenopsis richteri oral Treatment of bacterial infections Treatment of diabetes mellitus type 2 Do not consume with magnesium Take Solenopsis richteri ',NULL,FALSE
1744,3852,'Solenopsis richteri Solenopsis richteri tablets Solenopsis richteri oral Treatment of bacterial infections Treatment of diabetes mellitus type 2 Do not consume with magnesium Take Solenopsis richteri ',NULL,FALSE
1744,24778,'Solenopsis richteri Solenopsis richteri tablets Solenopsis richteri oral Treatment of bacterial infections Treatment of diabetes mellitus type 2 Do not consume with magnesium Take Solenopsis richteri ',NULL,FALSE
1744,73760,'Solenopsis richteri Solenopsis richteri tablets Solenopsis richteri oral Treatment of bacterial infections Treatment of diabetes mellitus type 2 Do not consume with magnesium Take Solenopsis richteri ',NULL,FALSE
1744,62075,'Solenopsis richteri Solenopsis richteri tablets Solenopsis richteri oral Treatment of bacterial infections Treatment of diabetes mellitus type 2 Do not consume with magnesium Take Solenopsis richteri ',NULL,FALSE
1744,24771,'Solenopsis richteri Solenopsis richteri tablets Solenopsis richteri oral Treatment of bacterial infections Treatment of diabetes mellitus type 2 Do not consume with magnesium Take Solenopsis richteri ',NULL,FALSE
1544,3563,'(1S)-menthyl hexyl phosphonate group (1S)-menthyl hexyl phosphonate group tablets (1S)-menthyl hexyl phosphonate group oral Treatment of diabetes mellitus type 2 Treatment of bacterial infections Trea',NULL,FALSE
1544,3561,'(1S)-menthyl hexyl phosphonate group (1S)-menthyl hexyl phosphonate group tablets (1S)-menthyl hexyl phosphonate group oral Treatment of diabetes mellitus type 2 Treatment of bacterial infections Trea',NULL,FALSE
1544,292,'(1S)-menthyl hexyl phosphonate group (1S)-menthyl hexyl phosphonate group tablets (1S)-menthyl hexyl phosphonate group oral Treatment of diabetes mellitus type 2 Treatment of bacterial infections Trea',NULL,FALSE
1544,42,'(1S)-menthyl hexyl phosphonate group (1S)-menthyl hexyl phosphonate group tablets (1S)-menthyl hexyl phosphonate group oral Treatment of diabetes mellitus type 2 Treatment of bacterial infections Trea',NULL,FALSE
1544,23237,'(1S)-menthyl hexyl phosphonate group (1S)-menthyl hexyl phosphonate group tablets (1S)-menthyl hexyl phosphonate group oral Treatment of diabetes mellitus type 2 Treatment of bacterial infections Trea',NULL,FALSE
1544,23236,'(1S)-menthyl hexyl phosphonate group (1S)-menthyl hexyl phosphonate group tablets (1S)-menthyl hexyl phosphonate group oral Treatment of diabetes mellitus type 2 Treatment of bacterial infections Trea',NULL,FALSE
1544,62436,'(1S)-menthyl hexyl phosphonate group (1S)-menthyl hexyl phosphonate group tablets (1S)-menthyl hexyl phosphonate group oral Treatment of diabetes mellitus type 2 Treatment of bacterial infections Trea',NULL,FALSE
1544,61464,'(1S)-menthyl hexyl phosphonate group (1S)-menthyl hexyl phosphonate group tablets (1S)-menthyl hexyl phosphonate group oral Treatment of diabetes mellitus type 2 Treatment of bacterial infections Trea',NULL,FALSE
1544,73760,'(1S)-menthyl hexyl phosphonate group (1S)-menthyl hexyl phosphonate group tablets (1S)-menthyl hexyl phosphonate group oral Treatment of diabetes mellitus type 2 Treatment of bacterial infections Trea',NULL,FALSE
1544,23234,'(1S)-menthyl hexyl phosphonate group (1S)-menthyl hexyl phosphonate group tablets (1S)-menthyl hexyl phosphonate group oral Treatment of diabetes mellitus type 2 Treatment of bacterial infections Trea',NULL,FALSE
1915,292,'GSK-1004723 GSK-1004723 tablets GSK-1004723 oral Treatment of bacterial infections Treatment of pain and inflammation Treatment of diabetes mellitus type 2 Do not take with calcium supplements Take GS',NULL,FALSE
1915,42,'GSK-1004723 GSK-1004723 tablets GSK-1004723 oral Treatment of bacterial infections Treatment of pain and inflammation Treatment of diabetes mellitus type 2 Do not take with calcium supplements Take GS',NULL,FALSE
1915,23237,'GSK-1004723 GSK-1004723 tablets GSK-1004723 oral Treatment of bacterial infections Treatment of pain and inflammation Treatment of diabetes mellitus type 2 Do not take with calcium supplements Take GS',NULL,FALSE
1915,23236,'GSK-1004723 GSK-1004723 tablets GSK-1004723 oral Treatment of bacterial infections Treatment of pain and inflammation Treatment of diabetes mellitus type 2 Do not take with calcium supplements Take GS',NULL,FALSE
1915,62436,'GSK-1004723 GSK-1004723 tablets GSK-1004723 oral Treatment of bacterial infections Treatment of pain and inflammation Treatment of diabetes mellitus type 2 Do not take with calcium supplements Take GS',NULL,FALSE
1915,61464,'GSK-1004723 GSK-1004723 tablets GSK-1004723 oral Treatment of bacterial infections Treatment of pain and inflammation Treatment of diabetes mellitus type 2 Do not take with calcium supplements Take GS',NULL,FALSE
