Nutrient,Unit,Gender,Age Group,Goal,Activity Factor,Recommended Amount (per day)
Canxi (Ca),mg,Nữ,19–30,Giữ cân,1.725,1897.5
Canxi (Ca),mg,Nữ,19–30,Giữ cân,1.9,2090.0
Canxi (Ca),mg,Nữ,19–30,Tăng cân,1.2,1452.0
Canxi (Ca),mg,Nữ,19–30,Tăng cân,1.375,1663.75
Canxi (Ca),mg,Nữ,19–30,Tăng cân,1.55,1875.5
Canxi (Ca),mg,Nữ,19–30,Tăng cân,1.725,2087.25
Canxi (Ca),mg,Nữ,19–30,Tăng cân,1.9,2299.0
Canxi (Ca),mg,Nữ,31–50,Giảm cân,1.2,1188.0
Canxi (Ca),mg,Nữ,31–50,Giảm cân,1.375,1361.25
Canxi (Ca),mg,Nữ,31–50,Giảm cân,1.55,1534.5
Canxi (Ca),mg,Nữ,31–50,Giảm cân,1.725,1707.75
Canxi (Ca),mg,Nữ,31–50,Giảm cân,1.9,1881.0
Canxi (Ca),mg,Nữ,31–50,Giữ cân,1.2,1320.0
Canxi (Ca),mg,Nữ,31–50,Giữ cân,1.375,1512.5
Canxi (Ca),mg,Nữ,31–50,Giữ cân,1.55,1705.0
Canxi (Ca),mg,Nữ,31–50,Giữ cân,1.725,1897.5
Canxi (Ca),mg,Nữ,31–50,Giữ cân,1.9,2090.0
Canxi (Ca),mg,Nữ,31–50,Tăng cân,1.2,1452.0
Canxi (Ca),mg,Nữ,31–50,Tăng cân,1.375,1663.75
Canxi (Ca),mg,Nữ,31–50,Tăng cân,1.55,1875.5
Canxi (Ca),mg,Nữ,31–50,Tăng cân,1.725,2087.25
Canxi (Ca),mg,Nữ,31–50,Tăng cân,1.9,2299.0
Canxi (Ca),mg,Nữ,51+,Giảm cân,1.2,1188.0
Canxi (Ca),mg,Nữ,51+,Giảm cân,1.375,1361.25
Canxi (Ca),mg,Nữ,51+,Giảm cân,1.55,1534.5
Canxi (Ca),mg,Nữ,51+,Giảm cân,1.725,1707.75
Canxi (Ca),mg,Nữ,51+,Giảm cân,1.9,1881.0
Canxi (Ca),mg,Nữ,51+,Giữ cân,1.2,1320.0
Canxi (Ca),mg,Nữ,51+,Giữ cân,1.375,1512.5
Canxi (Ca),mg,Nữ,51+,Giữ cân,1.55,1705.0
Canxi (Ca),mg,Nữ,51+,Giữ cân,1.725,1897.5
Canxi (Ca),mg,Nữ,51+,Giữ cân,1.9,2090.0
Canxi (Ca),mg,Nữ,51+,Tăng cân,1.2,1452.0
Canxi (Ca),mg,Nữ,51+,Tăng cân,1.375,1663.75
Canxi (Ca),mg,Nữ,51+,Tăng cân,1.55,1875.5
Canxi (Ca),mg,Nữ,51+,Tăng cân,1.725,2087.25
Canxi (Ca),mg,Nữ,51+,Tăng cân,1.9,2299.0
Phốt pho (P),mg,Nam,19–30,Giảm cân,1.2,756.0
Phốt pho (P),mg,Nam,19–30,Giảm cân,1.375,866.25
Phốt pho (P),mg,Nam,19–30,Giảm cân,1.55,976.5
Phốt pho (P),mg,Nam,19–30,Giảm cân,1.725,1086.75
Phốt pho (P),mg,Nam,19–30,Giảm cân,1.9,1197.0
Phốt pho (P),mg,Nam,19–30,Giữ cân,1.2,840.0
Phốt pho (P),mg,Nam,19–30,Giữ cân,1.375,962.5
Phốt pho (P),mg,Nam,19–30,Giữ cân,1.55,1085.0
Phốt pho (P),mg,Nam,19–30,Giữ cân,1.725,1207.5
Phốt pho (P),mg,Nam,19–30,Giữ cân,1.9,1330.0
Phốt pho (P),mg,Nam,19–30,Tăng cân,1.2,924.0
Phốt pho (P),mg,Nam,19–30,Tăng cân,1.375,1058.75
Phốt pho (P),mg,Nam,19–30,Tăng cân,1.55,1193.5
Phốt pho (P),mg,Nam,19–30,Tăng cân,1.725,1328.25
Phốt pho (P),mg,Nam,19–30,Tăng cân,1.9,1463.0
Phốt pho (P),mg,Nam,31–50,Giảm cân,1.2,756.0
Phốt pho (P),mg,Nam,31–50,Giảm cân,1.375,866.25
Phốt pho (P),mg,Nam,31–50,Giảm cân,1.55,976.5
Phốt pho (P),mg,Nam,31–50,Giảm cân,1.725,1086.75
Phốt pho (P),mg,Nam,31–50,Giảm cân,1.9,1197.0
Phốt pho (P),mg,Nam,31–50,Giữ cân,1.2,840.0
Phốt pho (P),mg,Nam,31–50,Giữ cân,1.375,962.5
Phốt pho (P),mg,Nam,31–50,Giữ cân,1.55,1085.0
Phốt pho (P),mg,Nam,31–50,Giữ cân,1.725,1207.5
Phốt pho (P),mg,Nam,31–50,Giữ cân,1.9,1330.0
Phốt pho (P),mg,Nam,31–50,Tăng cân,1.2,924.0
Phốt pho (P),mg,Nam,31–50,Tăng cân,1.375,1058.75
Phốt pho (P),mg,Nam,31–50,Tăng cân,1.55,1193.5
Phốt pho (P),mg,Nam,31–50,Tăng cân,1.725,1328.25
Phốt pho (P),mg,Nam,31–50,Tăng cân,1.9,1463.0
Phốt pho (P),mg,Nam,51+,Giảm cân,1.2,756.0
Phốt pho (P),mg,Nam,51+,Giảm cân,1.375,866.25
Phốt pho (P),mg,Nam,51+,Giảm cân,1.55,976.5
Phốt pho (P),mg,Nam,51+,Giảm cân,1.725,1086.75
Phốt pho (P),mg,Nam,51+,Giảm cân,1.9,1197.0
Phốt pho (P),mg,Nam,51+,Giữ cân,1.2,840.0
Phốt pho (P),mg,Nam,51+,Giữ cân,1.375,962.5
Phốt pho (P),mg,Nam,51+,Giữ cân,1.55,1085.0
Phốt pho (P),mg,Nam,51+,Giữ cân,1.725,1207.5
Phốt pho (P),mg,Nam,51+,Giữ cân,1.9,1330.0
Phốt pho (P),mg,Nam,51+,Tăng cân,1.2,924.0
Phốt pho (P),mg,Nam,51+,Tăng cân,1.375,1058.75
Phốt pho (P),mg,Nam,51+,Tăng cân,1.55,1193.5
Phốt pho (P),mg,Nam,51+,Tăng cân,1.725,1328.25
Phốt pho (P),mg,Nam,51+,Tăng cân,1.9,1463.0
Phốt pho (P),mg,Nữ,19–30,Giảm cân,1.2,756.0
Phốt pho (P),mg,Nữ,19–30,Giảm cân,1.375,866.25
Phốt pho (P),mg,Nữ,19–30,Giảm cân,1.55,976.5
Phốt pho (P),mg,Nữ,19–30,Giảm cân,1.725,1086.75
Phốt pho (P),mg,Nữ,19–30,Giảm cân,1.9,1197.0
Phốt pho (P),mg,Nữ,19–30,Giữ cân,1.2,840.0
Phốt pho (P),mg,Nữ,19–30,Giữ cân,1.375,962.5
Phốt pho (P),mg,Nữ,19–30,Giữ cân,1.55,1085.0
Phốt pho (P),mg,Nữ,19–30,Giữ cân,1.725,1207.5
Phốt pho (P),mg,Nữ,19–30,Giữ cân,1.9,1330.0
Phốt pho (P),mg,Nữ,19–30,Tăng cân,1.2,924.0
Phốt pho (P),mg,Nữ,19–30,Tăng cân,1.375,1058.75
Phốt pho (P),mg,Nữ,19–30,Tăng cân,1.55,1193.5
Phốt pho (P),mg,Nữ,19–30,Tăng cân,1.725,1328.25
Phốt pho (P),mg,Nữ,19–30,Tăng cân,1.9,1463.0
Phốt pho (P),mg,Nữ,31–50,Giảm cân,1.2,756.0
Phốt pho (P),mg,Nữ,31–50,Giảm cân,1.375,866.25
Phốt pho (P),mg,Nữ,31–50,Giảm cân,1.55,976.5
Phốt pho (P),mg,Nữ,31–50,Giảm cân,1.725,1086.75
Phốt pho (P),mg,Nữ,31–50,Giảm cân,1.9,1197.0
Phốt pho (P),mg,Nữ,31–50,Giữ cân,1.2,840.0
Phốt pho (P),mg,Nữ,31–50,Giữ cân,1.375,962.5
Phốt pho (P),mg,Nữ,31–50,Giữ cân,1.55,1085.0
Phốt pho (P),mg,Nữ,31–50,Giữ cân,1.725,1207.5
Phốt pho (P),mg,Nữ,31–50,Giữ cân,1.9,1330.0
Phốt pho (P),mg,Nữ,31–50,Tăng cân,1.2,924.0
Phốt pho (P),mg,Nữ,31–50,Tăng cân,1.375,1058.75
Phốt pho (P),mg,Nữ,31–50,Tăng cân,1.55,1193.5
Phốt pho (P),mg,Nữ,31–50,Tăng cân,1.725,1328.25
Phốt pho (P),mg,Nữ,31–50,Tăng cân,1.9,1463.0
Phốt pho (P),mg,Nữ,51+,Giảm cân,1.2,756.0
Phốt pho (P),mg,Nữ,51+,Giảm cân,1.375,866.25
Phốt pho (P),mg,Nữ,51+,Giảm cân,1.55,976.5
Phốt pho (P),mg,Nữ,51+,Giảm cân,1.725,1086.75
Phốt pho (P),mg,Nữ,51+,Giảm cân,1.9,1197.0
Phốt pho (P),mg,Nữ,51+,Giữ cân,1.2,840.0
Phốt pho (P),mg,Nữ,51+,Giữ cân,1.375,962.5
Phốt pho (P),mg,Nữ,51+,Giữ cân,1.55,1085.0
Phốt pho (P),mg,Nữ,51+,Giữ cân,1.725,1207.5
Phốt pho (P),mg,Nữ,51+,Giữ cân,1.9,1330.0
Phốt pho (P),mg,Nữ,51+,Tăng cân,1.2,924.0
Phốt pho (P),mg,Nữ,51+,Tăng cân,1.375,1058.75
Phốt pho (P),mg,Nữ,51+,Tăng cân,1.55,1193.5
Phốt pho (P),mg,Nữ,51+,Tăng cân,1.725,1328.25
Phốt pho (P),mg,Nữ,51+,Tăng cân,1.9,1463.0
Magie (Mg),mg,Nam,19–30,Giảm cân,1.2,442.8
Magie (Mg),mg,Nam,19–30,Giảm cân,1.375,507.38
Magie (Mg),mg,Nam,19–30,Giảm cân,1.55,571.95
Magie (Mg),mg,Nam,19–30,Giảm cân,1.725,636.52
Magie (Mg),mg,Nam,19–30,Giảm cân,1.9,701.1
Magie (Mg),mg,Nam,19–30,Giữ cân,1.2,492.0
Magie (Mg),mg,Nam,19–30,Giữ cân,1.375,563.75
Magie (Mg),mg,Nam,19–30,Giữ cân,1.55,635.5
Magie (Mg),mg,Nam,19–30,Giữ cân,1.725,707.25
Magie (Mg),mg,Nam,19–30,Giữ cân,1.9,779.0
Magie (Mg),mg,Nam,19–30,Tăng cân,1.2,541.2
Magie (Mg),mg,Nam,19–30,Tăng cân,1.375,620.13
Magie (Mg),mg,Nam,19–30,Tăng cân,1.55,699.05
Magie (Mg),mg,Nam,19–30,Tăng cân,1.725,777.98
Magie (Mg),mg,Nam,19–30,Tăng cân,1.9,856.9
Magie (Mg),mg,Nam,31–50,Giảm cân,1.2,442.8
Magie (Mg),mg,Nam,31–50,Giảm cân,1.375,507.38
Magie (Mg),mg,Nam,31–50,Giảm cân,1.55,571.95
Magie (Mg),mg,Nam,31–50,Giảm cân,1.725,636.52
Magie (Mg),mg,Nam,31–50,Giảm cân,1.9,701.1
Magie (Mg),mg,Nam,31–50,Giữ cân,1.2,492.0
Magie (Mg),mg,Nam,31–50,Giữ cân,1.375,563.75
Magie (Mg),mg,Nam,31–50,Giữ cân,1.55,635.5
Magie (Mg),mg,Nam,31–50,Giữ cân,1.725,707.25
Magie (Mg),mg,Nam,31–50,Giữ cân,1.9,779.0
Magie (Mg),mg,Nam,31–50,Tăng cân,1.2,541.2
Magie (Mg),mg,Nam,31–50,Tăng cân,1.375,620.13
Magie (Mg),mg,Nam,31–50,Tăng cân,1.55,699.05
Magie (Mg),mg,Nam,31–50,Tăng cân,1.725,777.98
Magie (Mg),mg,Nam,31–50,Tăng cân,1.9,856.9
Magie (Mg),mg,Nam,51+,Giảm cân,1.2,442.8
Magie (Mg),mg,Nam,51+,Giảm cân,1.375,507.38
Magie (Mg),mg,Nam,51+,Giảm cân,1.55,571.95
Magie (Mg),mg,Nam,51+,Giảm cân,1.725,636.52
Magie (Mg),mg,Nam,51+,Giảm cân,1.9,701.1
Magie (Mg),mg,Nam,51+,Giữ cân,1.2,492.0
Magie (Mg),mg,Nam,51+,Giữ cân,1.375,563.75
Magie (Mg),mg,Nam,51+,Giữ cân,1.55,635.5
Magie (Mg),mg,Nam,51+,Giữ cân,1.725,707.25
Magie (Mg),mg,Nam,51+,Giữ cân,1.9,779.0
Magie (Mg),mg,Nam,51+,Tăng cân,1.2,541.2
Magie (Mg),mg,Nam,51+,Tăng cân,1.375,620.13
Magie (Mg),mg,Nam,51+,Tăng cân,1.55,699.05
Magie (Mg),mg,Nam,51+,Tăng cân,1.725,777.98
Magie (Mg),mg,Nam,51+,Tăng cân,1.9,856.9
Magie (Mg),mg,Nữ,19–30,Giảm cân,1.2,340.2
Magie (Mg),mg,Nữ,19–30,Giảm cân,1.375,389.81
Magie (Mg),mg,Nữ,19–30,Giảm cân,1.55,439.43
Magie (Mg),mg,Nữ,19–30,Giảm cân,1.725,489.04
Magie (Mg),mg,Nữ,19–30,Giảm cân,1.9,538.65
Magie (Mg),mg,Nữ,19–30,Giữ cân,1.2,378.0
Magie (Mg),mg,Nữ,19–30,Giữ cân,1.375,433.12
Magie (Mg),mg,Nữ,19–30,Giữ cân,1.55,488.25
Magie (Mg),mg,Nữ,19–30,Giữ cân,1.725,543.38
Magie (Mg),mg,Nữ,19–30,Giữ cân,1.9,598.5
Magie (Mg),mg,Nữ,19–30,Tăng cân,1.2,415.8
Magie (Mg),mg,Nữ,19–30,Tăng cân,1.375,476.44
Magie (Mg),mg,Nữ,19–30,Tăng cân,1.55,537.08
Magie (Mg),mg,Nữ,19–30,Tăng cân,1.725,597.71
Magie (Mg),mg,Nữ,19–30,Tăng cân,1.9,658.35
Magie (Mg),mg,Nữ,31–50,Giảm cân,1.2,340.2
Magie (Mg),mg,Nữ,31–50,Giảm cân,1.375,389.81
Magie (Mg),mg,Nữ,31–50,Giảm cân,1.55,439.43
Magie (Mg),mg,Nữ,31–50,Giảm cân,1.725,489.04
Magie (Mg),mg,Nữ,31–50,Giảm cân,1.9,538.65
Magie (Mg),mg,Nữ,31–50,Giữ cân,1.2,378.0
Magie (Mg),mg,Nữ,31–50,Giữ cân,1.375,433.12
Magie (Mg),mg,Nữ,31–50,Giữ cân,1.55,488.25
Magie (Mg),mg,Nữ,31–50,Giữ cân,1.725,543.38
Magie (Mg),mg,Nữ,31–50,Giữ cân,1.9,598.5
Magie (Mg),mg,Nữ,31–50,Tăng cân,1.2,415.8
Magie (Mg),mg,Nữ,31–50,Tăng cân,1.375,476.44
Magie (Mg),mg,Nữ,31–50,Tăng cân,1.55,537.08
Magie (Mg),mg,Nữ,31–50,Tăng cân,1.725,597.71
Magie (Mg),mg,Nữ,31–50,Tăng cân,1.9,658.35
Magie (Mg),mg,Nữ,51+,Giảm cân,1.2,340.2
Magie (Mg),mg,Nữ,51+,Giảm cân,1.375,389.81
Magie (Mg),mg,Nữ,51+,Giảm cân,1.55,439.43
Magie (Mg),mg,Nữ,51+,Giảm cân,1.725,489.04
Magie (Mg),mg,Nữ,51+,Giảm cân,1.9,538.65
Magie (Mg),mg,Nữ,51+,Giữ cân,1.2,378.0
Magie (Mg),mg,Nữ,51+,Giữ cân,1.375,433.12
Magie (Mg),mg,Nữ,51+,Giữ cân,1.55,488.25
Magie (Mg),mg,Nữ,51+,Giữ cân,1.725,543.38
Magie (Mg),mg,Nữ,51+,Giữ cân,1.9,598.5
Magie (Mg),mg,Nữ,51+,Tăng cân,1.2,415.8
Magie (Mg),mg,Nữ,51+,Tăng cân,1.375,476.44
Magie (Mg),mg,Nữ,51+,Tăng cân,1.55,537.08
Magie (Mg),mg,Nữ,51+,Tăng cân,1.725,597.71
Magie (Mg),mg,Nữ,51+,Tăng cân,1.9,658.35
Kali (K),mg,Nam,19–30,Giảm cân,1.2,4428.0
Kali (K),mg,Nam,19–30,Giảm cân,1.375,5073.75
Kali (K),mg,Nam,19–30,Giảm cân,1.55,5719.5
Kali (K),mg,Nam,19–30,Giảm cân,1.725,6365.25
Kali (K),mg,Nam,19–30,Giảm cân,1.9,7011.0
Kali (K),mg,Nam,19–30,Giữ cân,1.2,4920.0
Kali (K),mg,Nam,19–30,Giữ cân,1.375,5637.5
Kali (K),mg,Nam,19–30,Giữ cân,1.55,6355.0
Kali (K),mg,Nam,19–30,Giữ cân,1.725,7072.5
Kali (K),mg,Nam,19–30,Giữ cân,1.9,7790.0
Kali (K),mg,Nam,19–30,Tăng cân,1.2,5412.0
Kali (K),mg,Nam,19–30,Tăng cân,1.375,6201.25
Kali (K),mg,Nam,19–30,Tăng cân,1.55,6990.5
Kali (K),mg,Nam,19–30,Tăng cân,1.725,7779.75
Kali (K),mg,Nam,19–30,Tăng cân,1.9,8569.0
Kali (K),mg,Nam,31–50,Giảm cân,1.2,4428.0
Kali (K),mg,Nam,31–50,Giảm cân,1.375,5073.75
Kali (K),mg,Nam,31–50,Giảm cân,1.55,5719.5
Kali (K),mg,Nam,31–50,Giảm cân,1.725,6365.25
Kali (K),mg,Nam,31–50,Giảm cân,1.9,7011.0
Kali (K),mg,Nam,31–50,Giữ cân,1.2,4920.0
Kali (K),mg,Nam,31–50,Giữ cân,1.375,5637.5
Kali (K),mg,Nam,31–50,Giữ cân,1.55,6355.0
Kali (K),mg,Nam,31–50,Giữ cân,1.725,7072.5
Kali (K),mg,Nam,31–50,Giữ cân,1.9,7790.0
Kali (K),mg,Nam,31–50,Tăng cân,1.2,5412.0
Kali (K),mg,Nam,31–50,Tăng cân,1.375,6201.25
Kali (K),mg,Nam,31–50,Tăng cân,1.55,6990.5
Kali (K),mg,Nam,31–50,Tăng cân,1.725,7779.75
Kali (K),mg,Nam,31–50,Tăng cân,1.9,8569.0
Kali (K),mg,Nam,51+,Giảm cân,1.2,4428.0
Kali (K),mg,Nam,51+,Giảm cân,1.375,5073.75
Kali (K),mg,Nam,51+,Giảm cân,1.55,5719.5
Kali (K),mg,Nam,51+,Giảm cân,1.725,6365.25
Kali (K),mg,Nam,51+,Giảm cân,1.9,7011.0
Kali (K),mg,Nam,51+,Giữ cân,1.2,4920.0
Kali (K),mg,Nam,51+,Giữ cân,1.375,5637.5
Kali (K),mg,Nam,51+,Giữ cân,1.55,6355.0
Kali (K),mg,Nam,51+,Giữ cân,1.725,7072.5
Kali (K),mg,Nam,51+,Giữ cân,1.9,7790.0
Kali (K),mg,Nam,51+,Tăng cân,1.2,5412.0
Kali (K),mg,Nam,51+,Tăng cân,1.375,6201.25
Kali (K),mg,Nam,51+,Tăng cân,1.55,6990.5
Kali (K),mg,Nam,51+,Tăng cân,1.725,7779.75
Kali (K),mg,Nam,51+,Tăng cân,1.9,8569.0
Kali (K),mg,Nữ,19–30,Giảm cân,1.2,4428.0
Kali (K),mg,Nữ,19–30,Giảm cân,1.375,5073.75
Kali (K),mg,Nữ,19–30,Giảm cân,1.55,5719.5
Kali (K),mg,Nữ,19–30,Giảm cân,1.725,6365.25
Kali (K),mg,Nữ,19–30,Giảm cân,1.9,7011.0
Kali (K),mg,Nữ,19–30,Giữ cân,1.2,4920.0
Kali (K),mg,Nữ,19–30,Giữ cân,1.375,5637.5
Kali (K),mg,Nữ,19–30,Giữ cân,1.55,6355.0
Kali (K),mg,Nữ,19–30,Giữ cân,1.725,7072.5
Kali (K),mg,Nữ,19–30,Giữ cân,1.9,7790.0
Kali (K),mg,Nữ,19–30,Tăng cân,1.2,5412.0
Kali (K),mg,Nữ,19–30,Tăng cân,1.375,6201.25
Kali (K),mg,Nữ,19–30,Tăng cân,1.55,6990.5
Kali (K),mg,Nữ,19–30,Tăng cân,1.725,7779.75
Kali (K),mg,Nữ,19–30,Tăng cân,1.9,8569.0
Kali (K),mg,Nữ,31–50,Giảm cân,1.2,4428.0
Kali (K),mg,Nữ,31–50,Giảm cân,1.375,5073.75
Kali (K),mg,Nữ,31–50,Giảm cân,1.55,5719.5
Kali (K),mg,Nữ,31–50,Giảm cân,1.725,6365.25
Kali (K),mg,Nữ,31–50,Giảm cân,1.9,7011.0
Kali (K),mg,Nữ,31–50,Giữ cân,1.2,4920.0
Kali (K),mg,Nữ,31–50,Giữ cân,1.375,5637.5
Kali (K),mg,Nữ,31–50,Giữ cân,1.55,6355.0
Kali (K),mg,Nữ,31–50,Giữ cân,1.725,7072.5
Kali (K),mg,Nữ,31–50,Giữ cân,1.9,7790.0
Kali (K),mg,Nữ,31–50,Tăng cân,1.2,5412.0
Kali (K),mg,Nữ,31–50,Tăng cân,1.375,6201.25
Kali (K),mg,Nữ,31–50,Tăng cân,1.55,6990.5
Kali (K),mg,Nữ,31–50,Tăng cân,1.725,7779.75
Kali (K),mg,Nữ,31–50,Tăng cân,1.9,8569.0
Kali (K),mg,Nữ,51+,Giảm cân,1.2,4428.0
Kali (K),mg,Nữ,51+,Giảm cân,1.375,5073.75
Kali (K),mg,Nữ,51+,Giảm cân,1.55,5719.5
Kali (K),mg,Nữ,51+,Giảm cân,1.725,6365.25
Kali (K),mg,Nữ,51+,Giảm cân,1.9,7011.0
Kali (K),mg,Nữ,51+,Giữ cân,1.2,4920.0
Kali (K),mg,Nữ,51+,Giữ cân,1.375,5637.5
Kali (K),mg,Nữ,51+,Giữ cân,1.55,6355.0
Kali (K),mg,Nữ,51+,Giữ cân,1.725,7072.5
Kali (K),mg,Nữ,51+,Giữ cân,1.9,7790.0
Kali (K),mg,Nữ,51+,Tăng cân,1.2,5412.0
Kali (K),mg,Nữ,51+,Tăng cân,1.375,6201.25
Kali (K),mg,Nữ,51+,Tăng cân,1.55,6990.5
Kali (K),mg,Nữ,51+,Tăng cân,1.725,7779.75
Kali (K),mg,Nữ,51+,Tăng cân,1.9,8569.0
Natri (Na),mg,Nam,19–30,Giảm cân,1.2,2484.0
Natri (Na),mg,Nam,19–30,Giảm cân,1.375,2846.25
Natri (Na),mg,Nam,19–30,Giảm cân,1.55,3208.5
Natri (Na),mg,Nam,19–30,Giảm cân,1.725,3570.75
Natri (Na),mg,Nam,19–30,Giảm cân,1.9,3933.0
Natri (Na),mg,Nam,19–30,Giữ cân,1.2,2760.0
Natri (Na),mg,Nam,19–30,Giữ cân,1.375,3162.5
Natri (Na),mg,Nam,19–30,Giữ cân,1.55,3565.0
Natri (Na),mg,Nam,19–30,Giữ cân,1.725,3967.5
Natri (Na),mg,Nam,19–30,Giữ cân,1.9,4370.0
Natri (Na),mg,Nam,19–30,Tăng cân,1.2,3036.0
Natri (Na),mg,Nam,19–30,Tăng cân,1.375,3478.75
Natri (Na),mg,Nam,19–30,Tăng cân,1.55,3921.5
Natri (Na),mg,Nam,19–30,Tăng cân,1.725,4364.25
Natri (Na),mg,Nam,19–30,Tăng cân,1.9,4807.0
Natri (Na),mg,Nam,31–50,Giảm cân,1.2,2484.0
Natri (Na),mg,Nam,31–50,Giảm cân,1.375,2846.25
Natri (Na),mg,Nam,31–50,Giảm cân,1.55,3208.5
Natri (Na),mg,Nam,31–50,Giảm cân,1.725,3570.75
Natri (Na),mg,Nam,31–50,Giảm cân,1.9,3933.0
Natri (Na),mg,Nam,31–50,Giữ cân,1.2,2760.0
Natri (Na),mg,Nam,31–50,Giữ cân,1.375,3162.5
Natri (Na),mg,Nam,31–50,Giữ cân,1.55,3565.0
Natri (Na),mg,Nam,31–50,Giữ cân,1.725,3967.5
Natri (Na),mg,Nam,31–50,Giữ cân,1.9,4370.0
Natri (Na),mg,Nam,31–50,Tăng cân,1.2,3036.0
Natri (Na),mg,Nam,31–50,Tăng cân,1.375,3478.75
Natri (Na),mg,Nam,31–50,Tăng cân,1.55,3921.5
Natri (Na),mg,Nam,31–50,Tăng cân,1.725,4364.25
Natri (Na),mg,Nam,31–50,Tăng cân,1.9,4807.0
Natri (Na),mg,Nam,51+,Giảm cân,1.2,2484.0
Natri (Na),mg,Nam,51+,Giảm cân,1.375,2846.25
Natri (Na),mg,Nam,51+,Giảm cân,1.55,3208.5
Natri (Na),mg,Nam,51+,Giảm cân,1.725,3570.75
Natri (Na),mg,Nam,51+,Giảm cân,1.9,3933.0
Natri (Na),mg,Nam,51+,Giữ cân,1.2,2760.0
Natri (Na),mg,Nam,51+,Giữ cân,1.375,3162.5
Natri (Na),mg,Nam,51+,Giữ cân,1.55,3565.0
Natri (Na),mg,Nam,51+,Giữ cân,1.725,3967.5
Natri (Na),mg,Nam,51+,Giữ cân,1.9,4370.0
Natri (Na),mg,Nam,51+,Tăng cân,1.2,3036.0
Natri (Na),mg,Nam,51+,Tăng cân,1.375,3478.75
Natri (Na),mg,Nam,51+,Tăng cân,1.55,3921.5
Natri (Na),mg,Nam,51+,Tăng cân,1.725,4364.25
Natri (Na),mg,Nam,51+,Tăng cân,1.9,4807.0
Natri (Na),mg,Nữ,19–30,Giảm cân,1.2,2484.0
Natri (Na),mg,Nữ,19–30,Giảm cân,1.375,2846.25
Natri (Na),mg,Nữ,19–30,Giảm cân,1.55,3208.5
Natri (Na),mg,Nữ,19–30,Giảm cân,1.725,3570.75
Natri (Na),mg,Nữ,19–30,Giảm cân,1.9,3933.0
Natri (Na),mg,Nữ,19–30,Giữ cân,1.2,2760.0
Natri (Na),mg,Nữ,19–30,Giữ cân,1.375,3162.5
Natri (Na),mg,Nữ,19–30,Giữ cân,1.55,3565.0
Natri (Na),mg,Nữ,19–30,Giữ cân,1.725,3967.5
Natri (Na),mg,Nữ,19–30,Giữ cân,1.9,4370.0
Natri (Na),mg,Nữ,19–30,Tăng cân,1.2,3036.0
Natri (Na),mg,Nữ,19–30,Tăng cân,1.375,3478.75
Natri (Na),mg,Nữ,19–30,Tăng cân,1.55,3921.5
Natri (Na),mg,Nữ,19–30,Tăng cân,1.725,4364.25
Natri (Na),mg,Nữ,19–30,Tăng cân,1.9,4807.0
Natri (Na),mg,Nữ,31–50,Giảm cân,1.2,2484.0
Natri (Na),mg,Nữ,31–50,Giảm cân,1.375,2846.25
Natri (Na),mg,Nữ,31–50,Giảm cân,1.55,3208.5
Natri (Na),mg,Nữ,31–50,Giảm cân,1.725,3570.75
Natri (Na),mg,Nữ,31–50,Giảm cân,1.9,3933.0
Natri (Na),mg,Nữ,31–50,Giữ cân,1.2,2760.0
Natri (Na),mg,Nữ,31–50,Giữ cân,1.375,3162.5
Natri (Na),mg,Nữ,31–50,Giữ cân,1.55,3565.0
Natri (Na),mg,Nữ,31–50,Giữ cân,1.725,3967.5
Natri (Na),mg,Nữ,31–50,Giữ cân,1.9,4370.0
Natri (Na),mg,Nữ,31–50,Tăng cân,1.2,3036.0
Natri (Na),mg,Nữ,31–50,Tăng cân,1.375,3478.75
Natri (Na),mg,Nữ,31–50,Tăng cân,1.55,3921.5
Natri (Na),mg,Nữ,31–50,Tăng cân,1.725,4364.25
Natri (Na),mg,Nữ,31–50,Tăng cân,1.9,4807.0
Natri (Na),mg,Nữ,51+,Giảm cân,1.2,2484.0
Natri (Na),mg,Nữ,51+,Giảm cân,1.375,2846.25
Natri (Na),mg,Nữ,51+,Giảm cân,1.55,3208.5
Natri (Na),mg,Nữ,51+,Giảm cân,1.725,3570.75
Natri (Na),mg,Nữ,51+,Giảm cân,1.9,3933.0
Natri (Na),mg,Nữ,51+,Giữ cân,1.2,2760.0
Natri (Na),mg,Nữ,51+,Giữ cân,1.375,3162.5
Natri (Na),mg,Nữ,51+,Giữ cân,1.55,3565.0
Natri (Na),mg,Nữ,51+,Giữ cân,1.725,3967.5
Natri (Na),mg,Nữ,51+,Giữ cân,1.9,4370.0
Natri (Na),mg,Nữ,51+,Tăng cân,1.2,3036.0
Natri (Na),mg,Nữ,51+,Tăng cân,1.375,3478.75
Natri (Na),mg,Nữ,51+,Tăng cân,1.55,3921.5
Natri (Na),mg,Nữ,51+,Tăng cân,1.725,4364.25
Natri (Na),mg,Nữ,51+,Tăng cân,1.9,4807.0
Sắt (Fe),mg,Nam,19–30,Giảm cân,1.2,8.64
Sắt (Fe),mg,Nam,19–30,Giảm cân,1.375,9.9
Sắt (Fe),mg,Nam,19–30,Giảm cân,1.55,11.16
Sắt (Fe),mg,Nam,19–30,Giảm cân,1.725,12.42
Sắt (Fe),mg,Nam,19–30,Giảm cân,1.9,13.68
Sắt (Fe),mg,Nam,19–30,Giữ cân,1.2,9.6
Sắt (Fe),mg,Nam,19–30,Giữ cân,1.375,11.0
